n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
45,40,386,1,386,386,386,1143,1,1143,1143,1143,10,1,10,10,10,1507,1,1507,1507,1507,10,1,10,10,10
45,40,366,1,366,366,366,1132,1,1132,1132,1132,8,1,8,8,8,1317,1,1317,1317,1317,8,1,8,8,8
45,40,417,1,417,417,417,1143,1,1143,1143,1143,9,1,9,9,9,1361,1,1361,1361,1361,9,1,9,9,9
45,40,400,1,400,400,400,1148,1,1148,1148,1148,9,1,9,9,9,1436,1,1436,1436,1436,9,1,9,9,9
45,40,395,1,395,395,395,1147,1,1147,1147,1147,9,1,9,9,9,1383,1,1383,1383,1383,9,1,9,9,9
45,40,389,1,389,389,389,1148,1,1148,1148,1148,10,1,10,10,10,1439,1,1439,1439,1439,9,1,9,9,9
45,40,421,1,421,421,421,1160,1,1160,1160,1160,9,1,9,9,9,1397,1,1397,1397,1397,9,1,9,9,9
45,40,403,1,403,403,403,1152,1,1152,1152,1152,9,1,9,9,9,1366,1,1366,1366,1366,9,1,9,9,9
45,40,380,1,380,380,380,1131,1,1131,1131,1131,9,1,9,9,9,1427,1,1427,1427,1427,9,1,9,9,9
45,40,401,1,401,401,401,1138,1,1138,1138,1138,9,1,9,9,9,1416,1,1416,1416,1416,8,1,8,8,8
45,40,379,1,379,379,379,1136,1,1136,1136,1136,9,1,9,9,9,1422,1,1422,1422,1422,9,1,9,9,9
45,40,385,1,385,385,385,1155,1,1155,1155,1155,9,1,9,9,9,1415,1,1415,1415,1415,9,1,9,9,9
45,40,375,1,375,375,375,1150,1,1150,1150,1150,9,1,9,9,9,1530,1,1530,1530,1530,9,1,9,9,9
45,40,381,1,381,381,381,1159,1,1159,1159,1159,10,1,10,10,10,1538,1,1538,1538,1538,10,1,10,10,10
45,40,362,1,362,362,362,1151,1,1151,1151,1151,9,1,9,9,9,1436,1,1436,1436,1436,9,1,9,9,9
45,40,389,1,389,389,389,1145,1,1145,1145,1145,8,1,8,8,8,1344,1,1344,1344,1344,8,1,8,8,8
45,40,390,1,390,390,390,1143,1,1143,1143,1143,9,1,9,9,9,1365,1,1365,1365,1365,9,1,9,9,9
45,40,397,1,397,397,397,1154,1,1154,1154,1154,10,1,10,10,10,1455,1,1455,1455,1455,10,1,10,10,10
45,40,388,1,388,388,388,1136,1,1136,1136,1136,9,1,9,9,9,1394,1,1394,1394,1394,9,1,9,9,9
45,40,399,1,399,399,399,1133,1,1133,1133,1133,9,1,9,9,9,1425,1,1425,1425,1425,9,1,9,9,9
45,40,386,1,386,386,386,1162,1,1162,1162,1162,9,1,9,9,9,1390,1,1390,1390,1390,9,1,9,9,9
45,40,369,1,369,369,369,1148,1,1148,1148,1148,9,1,9,9,9,1439,1,1439,1439,1439,9,1,9,9,9
45,40,394,1,394,394,394,1145,1,1145,1145,1145,9,1,9,9,9,1411,1,1411,1411,1411,9,1,9,9,9
45,40,374,1,374,374,374,1157,1,1157,1157,1157,10,1,10,10,10,1475,1,1475,1475,1475,10,1,10,10,10
45,40,390,1,390,390,390,1139,1,1139,1139,1139,9,1,9,9,9,1404,1,1404,1404,1404,9,1,9,9,9
45,40,409,1,409,409,409,1161,1,1161,1161,1161,9,1,9,9,9,1417,1,1417,1417,1417,9,1,9,9,9
45,40,370,1,370,370,370,1138,1,1138,1138,1138,9,1,9,9,9,1440,1,1440,1440,1440,9,1,9,9,9
45,40,409,1,409,409,409,1156,1,1156,1156,1156,9,1,9,9,9,1514,1,1514,1514,1514,10,1,10,10,10
45,40,386,1,386,386,386,1145,1,1145,1145,1145,9,1,9,9,9,1449,1,1449,1449,1449,9,1,9,9,9
45,40,393,1,393,393,393,1144,1,1144,1144,1144,9,1,9,9,9,1433,1,1433,1433,1433,9,1,9,9,9
45,40,393,1,393,393,393,1157,1,1157,1157,1157,9,1,9,9,9,1437,1,1437,1437,1437,9,1,9,9,9
45,40,405,1,405,405,405,1141,1,1141,1141,1141,8,1,8,8,8,1324,1,1324,1324,1324,8,1,8,8,8
45,40,402,1,402,402,402,1143,1,1143,1143,1143,10,1,10,10,10,1484,1,1484,1484,1484,9,1,9,9,9
45,40,391,1,391,391,391,1150,1,1150,1150,1150,9,1,9,9,9,1430,1,1430,1430,1430,9,1,9,9,9
45,40,401,1,401,401,401,1153,1,1153,1153,1153,9,1,9,9,9,1550,1,1550,1550,1550,10,1,10,10,10
45,40,417,1,417,417,417,1175,1,1175,1175,1175,11,1,11,11,11,1522,1,1522,1522,1522,10,1,10,10,10
45,40,394,1,394,394,394,1152,1,1152,1152,1152,9,1,9,9,9,1385,1,1385,1385,1385,9,1,9,9,9
45,40,410,1,410,410,410,1149,1,1149,1149,1149,9,1,9,9,9,1405,1,1405,1405,1405,9,1,9,9,9
45,40,403,1,403,403,403,1157,1,1157,1157,1157,9,1,9,9,9,1403,1,1403,1403,1403,9,1,9,9,9
45,40,416,1,416,416,416,1154,1,1154,1154,1154,10,1,10,10,10,1483,1,1483,1483,1483,10,1,10,10,10
45,40,381,1,381,381,381,1127,1,1127,1127,1127,9,1,9,9,9,1392,1,1392,1392,1392,9,1,9,9,9
45,40,387,1,387,387,387,1163,1,1163,1163,1163,9,1,9,9,9,1392,1,1392,1392,1392,9,1,9,9,9
45,40,403,1,403,403,403,1157,1,1157,1157,1157,9,1,9,9,9,1431,1,1431,1431,1431,9,1,9,9,9
45,40,361,1,361,361,361,1154,1,1154,1154,1154,9,1,9,9,9,1463,1,1463,1463,1463,9,1,9,9,9
45,40,395,1,395,395,395,1152,1,1152,1152,1152,9,1,9,9,9,1650,1,1650,1650,1650,11,1,11,11,11
45,40,395,1,395,395,395,1151,1,1151,1151,1151,10,1,10,10,10,1476,1,1476,1476,1476,10,1,10,10,10
45,40,376,1,376,376,376,1139,1,1139,1139,1139,9,1,9,9,9,1465,1,1465,1465,1465,9,1,9,9,9
45,40,372,1,372,372,372,1158,1,1158,1158,1158,9,1,9,9,9,1428,1,1428,1428,1428,9,1,9,9,9
45,40,403,1,403,403,403,1161,1,1161,1161,1161,10,1,10,10,10,1467,1,1467,1467,1467,9,1,9,9,9
45,40,371,1,371,371,371,1133,1,1133,1133,1133,8,1,8,8,8,1356,1,1356,1356,1356,8,1,8,8,8
45,40,403,1,403,403,403,1146,1,1146,1146,1146,10,1,10,10,10,1441,1,1441,1441,1441,10,1,10,10,10
45,40,396,1,396,396,396,1141,1,1141,1141,1141,10,1,10,10,10,1525,1,1525,1525,1525,10,1,10,10,10
45,40,376,1,376,376,376,1155,1,1155,1155,1155,10,1,10,10,10,1546,1,1546,1546,1546,10,1,10,10,10
45,40,404,1,404,404,404,1147,1,1147,1147,1147,9,1,9,9,9,1478,1,1478,1478,1478,9,1,9,9,9
45,40,370,1,370,370,370,1148,1,1148,1148,1148,9,1,9,9,9,1415,1,1415,1415,1415,9,1,9,9,9
45,40,393,1,393,393,393,1169,1,1169,1169,1169,9,1,9,9,9,1531,1,1531,1531,1531,9,1,9,9,9
45,40,405,1,405,405,405,1168,1,1168,1168,1168,10,1,10,10,10,1456,1,1456,1456,1456,10,1,10,10,10
45,40,403,1,403,403,403,1158,1,1158,1158,1158,10,1,10,10,10,1457,1,1457,1457,1457,10,1,10,10,10
45,40,396,1,396,396,396,1145,1,1145,1145,1145,8,1,8,8,8,1318,1,1318,1318,1318,8,1,8,8,8
45,40,415,1,415,415,415,1164,1,1164,1164,1164,10,1,10,10,10,1502,1,1502,1502,1502,10,1,10,10,10
45,40,396,1,396,396,396,1161,1,1161,1161,1161,9,1,9,9,9,1426,1,1426,1426,1426,9,1,9,9,9
45,40,407,1,407,407,407,1161,1,1161,1161,1161,10,1,10,10,10,1489,1,1489,1489,1489,9,1,9,9,9
45,40,385,1,385,385,385,1160,1,1160,1160,1160,10,1,10,10,10,1444,1,1444,1444,1444,10,1,10,10,10
45,40,388,1,388,388,388,1139,1,1139,1139,1139,9,1,9,9,9,1400,1,1400,1400,1400,9,1,9,9,9
45,40,406,1,406,406,406,1161,1,1161,1161,1161,10,1,10,10,10,1676,1,1676,1676,1676,11,1,11,11,11
45,40,408,1,408,408,408,1156,1,1156,1156,1156,10,1,10,10,10,1453,1,1453,1453,1453,10,1,10,10,10
45,40,389,1,389,389,389,1126,1,1126,1126,1126,9,1,9,9,9,1461,1,1461,1461,1461,9,1,9,9,9
45,40,392,1,392,392,392,1157,1,1157,1157,1157,10,1,10,10,10,1472,1,1472,1472,1472,10,1,10,10,10
45,40,389,1,389,389,389,1144,1,1144,1144,1144,10,1,10,10,10,1471,1,1471,1471,1471,10,1,10,10,10
45,40,387,1,387,387,387,1150,1,1150,1150,1150,10,1,10,10,10,1514,1,1514,1514,1514,10,1,10,10,10
45,40,392,1,392,392,392,1158,1,1158,1158,1158,10,1,10,10,10,1484,1,1484,1484,1484,9,1,9,9,9
45,40,378,1,378,378,378,1149,1,1149,1149,1149,9,1,9,9,9,1436,1,1436,1436,1436,9,1,9,9,9
45,40,416,1,416,416,416,1157,1,1157,1157,1157,9,1,9,9,9,1428,1,1428,1428,1428,9,1,9,9,9
45,40,391,1,391,391,391,1149,1,1149,1149,1149,9,1,9,9,9,1682,1,1682,1682,1682,10,1,10,10,10
45,40,401,1,401,401,401,1160,1,1160,1160,1160,10,1,10,10,10,1534,1,1534,1534,1534,10,1,10,10,10
45,40,403,1,403,403,403,1152,1,1152,1152,1152,9,1,9,9,9,1401,1,1401,1401,1401,9,1,9,9,9
45,40,412,1,412,412,412,1171,1,1171,1171,1171,10,1,10,10,10,1601,1,1601,1601,1601,10,1,10,10,10
45,40,385,1,385,385,385,1149,1,1149,1149,1149,9,1,9,9,9,1410,1,1410,1410,1410,9,1,9,9,9
45,40,387,1,387,387,387,1159,1,1159,1159,1159,9,1,9,9,9,1434,1,1434,1434,1434,9,1,9,9,9
45,40,387,1,387,387,387,1126,1,1126,1126,1126,8,1,8,8,8,1302,1,1302,1302,1302,8,1,8,8,8
45,40,403,1,403,403,403,1153,1,1153,1153,1153,10,1,10,10,10,1472,1,1472,1472,1472,10,1,10,10,10
45,40,400,1,400,400,400,1155,1,1155,1155,1155,9,1,9,9,9,1401,1,1401,1401,1401,9,1,9,9,9
45,40,391,1,391,391,391,1155,1,1155,1155,1155,9,1,9,9,9,1422,1,1422,1422,1422,9,1,9,9,9
45,40,402,1,402,402,402,1158,1,1158,1158,1158,9,1,9,9,9,1576,1,1576,1576,1576,10,1,10,10,10
45,40,389,1,389,389,389,1167,1,1167,1167,1167,10,1,10,10,10,1531,1,1531,1531,1531,10,1,10,10,10
45,40,404,1,404,404,404,1155,1,1155,1155,1155,9,1,9,9,9,1402,1,1402,1402,1402,9,1,9,9,9
45,40,446,1,446,446,446,1157,1,1157,1157,1157,10,1,10,10,10,1428,1,1428,1428,1428,10,1,10,10,10
45,40,390,1,390,390,390,1130,1,1130,1130,1130,8,1,8,8,8,1344,1,1344,1344,1344,8,1,8,8,8
45,40,392,1,392,392,392,1152,1,1152,1152,1152,9,1,9,9,9,1347,1,1347,1347,1347,9,1,9,9,9
45,40,394,1,394,394,394,1147,1,1147,1147,1147,10,1,10,10,10,1453,1,1453,1453,1453,10,1,10,10,10
45,40,385,1,385,385,385,1140,1,1140,1140,1140,9,1,9,9,9,1392,1,1392,1392,1392,9,1,9,9,9
45,40,396,1,396,396,396,1160,1,1160,1160,1160,9,1,9,9,9,1598,1,1598,1598,1598,10,1,10,10,10
45,40,393,1,393,393,393,1156,1,1156,1156,1156,10,1,10,10,10,1453,1,1453,1453,1453,10,1,10,10,10
45,40,408,1,408,408,408,1148,1,1148,1148,1148,10,1,10,10,10,1512,1,1512,1512,1512,10,1,10,10,10
45,40,394,1,394,394,394,1164,1,1164,1164,1164,9,1,9,9,9,1541,1,1541,1541,1541,9,1,9,9,9
45,40,373,1,373,373,373,1166,1,1166,1166,1166,9,1,9,9,9,1482,1,1482,1482,1482,9,1,9,9,9
45,40,392,1,392,392,392,1147,1,1147,1147,1147,9,1,9,9,9,1358,1,1358,1358,1358,9,1,9,9,9
45,40,389,1,389,389,389,1145,1,1145,1145,1145,9,1,9,9,9,1386,1,1386,1386,1386,9,1,9,9,9
45,40,374,1,374,374,374,1139,1,1139,1139,1139,9,1,9,9,9,1444,1,1444,1444,1444,9,1,9,9,9
45,40,406,1,406,406,406,1156,1,1156,1156,1156,9,1,9,9,9,1370,1,1370,1370,1370,9,1,9,9,9
45,40,412,1,412,412,412,1162,1,1162,1162,1162,10,1,10,10,10,1381,1,1381,1381,1381,10,1,10,10,10
45,40,384,1,384,384,384,1143,1,1143,1143,1143,9,1,9,9,9,1432,1,1432,1432,1432,9,1,9,9,9
45,40,391,1,391,391,391,1145,1,1145,1145,1145,9,1,9,9,9,1488,1,1488,1488,1488,9,1,9,9,9
45,40,397,1,397,397,397,1148,1,1148,1148,1148,9,1,9,9,9,1424,1,1424,1424,1424,9,1,9,9,9
45,40,392,1,392,392,392,1151,1,1151,1151,1151,9,1,9,9,9,1416,1,1416,1416,1416,9,1,9,9,9
45,40,371,1,371,371,371,1145,1,1145,1145,1145,9,1,9,9,9,1493,1,1493,1493,1493,9,1,9,9,9
45,40,397,1,397,397,397,1159,1,1159,1159,1159,9,1,9,9,9,1427,1,1427,1427,1427,9,1,9,9,9
45,40,373,1,373,373,373,1136,1,1136,1136,1136,8,1,8,8,8,1287,1,1287,1287,1287,8,1,8,8,8
45,40,393,1,393,393,393,1156,1,1156,1156,1156,9,1,9,9,9,1454,1,1454,1454,1454,9,1,9,9,9
45,40,413,1,413,413,413,1172,1,1172,1172,1172,10,1,10,10,10,1485,1,1485,1485,1485,9,1,9,9,9
45,40,435,1,435,435,435,1167,1,1167,1167,1167,9,1,9,9,9,1627,1,1627,1627,1627,11,1,11,11,11
45,40,416,1,416,416,416,1163,1,1163,1163,1163,11,1,11,11,11,1590,1,1590,1590,1590,11,1,11,11,11
45,40,375,1,375,375,375,1151,1,1151,1151,1151,9,1,9,9,9,1432,1,1432,1432,1432,9,1,9,9,9
45,40,415,1,415,415,415,1143,1,1143,1143,1143,9,1,9,9,9,1487,1,1487,1487,1487,9,1,9,9,9
