n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
40,10,0.000192761,1,0.000192761,0.000192761,0.000192761,863,1,863,863,863,4,1,4,4,4
40,10,0.000128409,1,0.000128409,0.000128409,0.000128409,849,1,849,849,849,3,1,3,3,3
40,10,0.000209452,1,0.000209452,0.000209452,0.000209452,873,1,873,873,873,4,1,4,4,4
40,10,0.000272617,1,0.000272617,0.000272617,0.000272617,924,1,924,924,924,4,1,4,4,4
40,10,0.000260257,1,0.000260257,0.000260257,0.000260257,895,1,895,895,895,4,1,4,4,4
40,10,0.000277214,1,0.000277214,0.000277214,0.000277214,907,1,907,907,907,4,1,4,4,4
40,10,0.000139422,1,0.000139422,0.000139422,0.000139422,839,1,839,839,839,3,1,3,3,3
40,10,0.00018847,1,0.00018847,0.00018847,0.00018847,859,1,859,859,859,4,1,4,4,4
40,10,0.000161758,1,0.000161758,0.000161758,0.000161758,886,1,886,886,886,4,1,4,4,4
40,10,0.000301533,1,0.000301533,0.000301533,0.000301533,888,1,888,888,888,4,1,4,4,4
40,10,0.00029489,1,0.00029489,0.00029489,0.00029489,913,1,913,913,913,4,1,4,4,4
40,10,0.000194757,1,0.000194757,0.000194757,0.000194757,870,1,870,870,870,3,1,3,3,3
40,10,0.000237768,1,0.000237768,0.000237768,0.000237768,887,1,887,887,887,4,1,4,4,4
40,10,0.000330326,1,0.000330326,0.000330326,0.000330326,908,1,908,908,908,4,1,4,4,4
40,10,0.000155047,1,0.000155047,0.000155047,0.000155047,842,1,842,842,842,4,1,4,4,4
40,10,0.000272158,1,0.000272158,0.000272158,0.000272158,892,1,892,892,892,4,1,4,4,4
40,10,0.000348016,1,0.000348016,0.000348016,0.000348016,960,1,960,960,960,4,1,4,4,4
40,10,0.000284165,1,0.000284165,0.000284165,0.000284165,894,1,894,894,894,4,1,4,4,4
40,10,0.000283323,1,0.000283323,0.000283323,0.000283323,900,1,900,900,900,4,1,4,4,4
40,10,0.000257858,1,0.000257858,0.000257858,0.000257858,918,1,918,918,918,4,1,4,4,4
40,10,0.000251302,1,0.000251302,0.000251302,0.000251302,926,1,926,926,926,4,1,4,4,4
40,10,0.000203646,1,0.000203646,0.000203646,0.000203646,867,1,867,867,867,4,1,4,4,4
40,10,0.000197417,1,0.000197417,0.000197417,0.000197417,897,1,897,897,897,4,1,4,4,4
40,10,0.00027035,1,0.00027035,0.00027035,0.00027035,897,1,897,897,897,4,1,4,4,4
40,10,0.000232267,1,0.000232267,0.000232267,0.000232267,897,1,897,897,897,4,1,4,4,4
40,10,0.000287591,1,0.000287591,0.000287591,0.000287591,899,1,899,899,899,4,1,4,4,4
40,10,0.000204422,1,0.000204422,0.000204422,0.000204422,876,1,876,876,876,4,1,4,4,4
40,10,0.000119832,1,0.000119832,0.000119832,0.000119832,840,1,840,840,840,3,1,3,3,3
40,10,0.000239035,1,0.000239035,0.000239035,0.000239035,880,1,880,880,880,4,1,4,4,4
40,10,0.000249565,1,0.000249565,0.000249565,0.000249565,879,1,879,879,879,4,1,4,4,4
40,10,0.000212278,1,0.000212278,0.000212278,0.000212278,884,1,884,884,884,4,1,4,4,4
40,10,0.000327162,1,0.000327162,0.000327162,0.000327162,895,1,895,895,895,4,1,4,4,4
40,10,0.000405456,1,0.000405456,0.000405456,0.000405456,960,1,960,960,960,4,1,4,4,4
40,10,0.00029255,1,0.00029255,0.00029255,0.00029255,911,1,911,911,911,4,1,4,4,4
40,10,0.000275433,1,0.000275433,0.000275433,0.000275433,895,1,895,895,895,4,1,4,4,4
40,10,0.000272176,1,0.000272176,0.000272176,0.000272176,885,1,885,885,885,4,1,4,4,4
40,10,0.000231871,1,0.000231871,0.000231871,0.000231871,882,1,882,882,882,4,1,4,4,4
40,10,0.000270528,1,0.000270528,0.000270528,0.000270528,927,1,927,927,927,4,1,4,4,4
40,10,0.000242968,1,0.000242968,0.000242968,0.000242968,872,1,872,872,872,4,1,4,4,4
40,10,0.000181975,1,0.000181975,0.000181975,0.000181975,856,1,856,856,856,3,1,3,3,3
40,10,0.000263108,1,0.000263108,0.000263108,0.000263108,883,1,883,883,883,4,1,4,4,4
40,10,0.00018481,1,0.00018481,0.00018481,0.00018481,900,1,900,900,900,4,1,4,4,4
40,10,0.000164455,1,0.000164455,0.000164455,0.000164455,868,1,868,868,868,4,1,4,4,4
40,10,0.000198553,1,0.000198553,0.000198553,0.000198553,859,1,859,859,859,4,1,4,4,4
40,10,0.0002924,1,0.0002924,0.0002924,0.0002924,898,1,898,898,898,4,1,4,4,4
40,10,0.000301148,1,0.000301148,0.000301148,0.000301148,901,1,901,901,901,4,1,4,4,4
40,10,0.000298898,1,0.000298898,0.000298898,0.000298898,913,1,913,913,913,4,1,4,4,4
40,10,0.000350666,1,0.000350666,0.000350666,0.000350666,958,1,958,958,958,4,1,4,4,4
40,10,0.00021639,1,0.00021639,0.00021639,0.00021639,877,1,877,877,877,4,1,4,4,4
40,10,0.000159459,1,0.000159459,0.000159459,0.000159459,874,1,874,874,874,4,1,4,4,4
40,10,0.000265311,1,0.000265311,0.000265311,0.000265311,908,1,908,908,908,4,1,4,4,4
40,10,0.000135511,1,0.000135511,0.000135511,0.000135511,835,1,835,835,835,3,1,3,3,3
40,10,0.000164049,1,0.000164049,0.000164049,0.000164049,873,1,873,873,873,4,1,4,4,4
40,10,0.000364007,1,0.000364007,0.000364007,0.000364007,945,1,945,945,945,4,1,4,4,4
40,10,0.000320814,1,0.000320814,0.000320814,0.000320814,938,1,938,938,938,4,1,4,4,4
40,10,0.000181088,1,0.000181088,0.000181088,0.000181088,868,1,868,868,868,4,1,4,4,4
40,10,9.4429e-05,1,9.4429e-05,9.4429e-05,9.4429e-05,813,1,813,813,813,3,1,3,3,3
40,10,0.000183448,1,0.000183448,0.000183448,0.000183448,859,1,859,859,859,4,1,4,4,4
40,10,0.000194,1,0.000194,0.000194,0.000194,865,1,865,865,865,4,1,4,4,4
40,10,0.000149742,1,0.000149742,0.000149742,0.000149742,838,1,838,838,838,3,1,3,3,3
40,10,0.000262364,1,0.000262364,0.000262364,0.000262364,894,1,894,894,894,4,1,4,4,4
40,10,0.000316714,1,0.000316714,0.000316714,0.000316714,934,1,934,934,934,4,1,4,4,4
40,10,0.000300819,1,0.000300819,0.000300819,0.000300819,897,1,897,897,897,4,1,4,4,4
40,10,0.000278435,1,0.000278435,0.000278435,0.000278435,894,1,894,894,894,4,1,4,4,4
40,10,0.000288219,1,0.000288219,0.000288219,0.000288219,888,1,888,888,888,4,1,4,4,4
40,10,0.000166951,1,0.000166951,0.000166951,0.000166951,888,1,888,888,888,4,1,4,4,4
40,10,0.000199798,1,0.000199798,0.000199798,0.000199798,885,1,885,885,885,4,1,4,4,4
40,10,0.00022695,1,0.00022695,0.00022695,0.00022695,878,1,878,878,878,4,1,4,4,4
40,10,0.000265359,1,0.000265359,0.000265359,0.000265359,922,1,922,922,922,4,1,4,4,4
